Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
6078;022123;1;2021-01-25 15:22:46.738113;00-00001813;Болт М16-6gх50.8.8.ГЦ ГОСТ Р ИСО 4014-2013;61.55816327;0.0;61.55816327;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-14 00:00:00;0.0;2021-01-12 00:00:00;9.0;Анкерно-угловая опора У110-2 Проект: 3078тм 1683_1059ПЭ-37- ПП-ВЛ110.7.000-ТХ-01-ОЛ-001;К производству;Продукция;022123-1;0;1.0;0.0;0;0.0;0.0;61.55816327;0.0;0.0;0.0
4561;021595;3;2021-01-25 15:22:46.738113;00000002419;Шайба 16 ГЦ ГОСТ 11371-78;3.41091658;3.312;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-09 00:00:00;0.0;2020-11-19 00:00:00;72.0;"Опора промежуточная П10Г-8М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КПГ-3СБМ Проект:";К производству;Продукция;021595-3;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4564;022131;1;2021-01-25 15:22:46.738113;00-00007343;Болт М24-6gх95.8.8.ГЦ ГОСТ Р ИСО 4014-2013;121.94129763;0.0;121.94129763;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-21 00:00:00;0.0;2021-01-20 00:00:00;5.0;Анкерно-угловая опора У110-2+9 Проект: 3078тм 1683_1059ПЭ-37- ПП-ВЛ110.7.000-ТХ-01-ОЛ-003;К производству;Продукция;022131-1;0;1.0;0.0;0;0.0;0.0;121.94129763;0.0;0.0;0.0
4546;02867;1;2021-01-25 15:22:46.738113;00000009017;Шайба 12 ГЦ ГОСТ 6402-70;0.18022657;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;5.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя на";К производству;Продукция;02867-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
4571;022208;1;2021-01-25 15:22:46.738113;00-00001829;Гайка М27-6h.8.ГЦ ГОСТ ISO 4032-2014;5.23583934;5.084;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №17 от 02.12.2020;2020-12-07 00:00:00;0.0;2020-12-04 00:00:00;1.0;Анкерно-угловая опора УС110-3 Проект: 3079тм;К производству;Продукция;022208-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4575;02864;1;2021-01-25 15:22:46.738113;00000009017;Шайба 12 ГЦ ГОСТ 6402-70;0.00823893;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления на";К производству;Продукция;02864-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
4582;02949;1;2021-01-25 15:22:46.738113;00-00007134;Болт М30-6gх90.5.6.ГЦ ГОСТ Р ИСО 4014-2013;114.77857878;111.45;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 2697/У от 26.06.2020, Спецификация №1 от 26.06.2020;0;0.0;0;3.0;Анкерно-угловая опора У110-2 Проект: 3078тм;Закрыт;Продукция;02949-1;0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4585;02854;1;2021-01-25 15:22:46.738113;00-00003731;Болт М12-6gх35.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.3755102;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;8.0;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Проек";К производству;Продукция;02854-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
6056;02860;1;2021-01-25 15:22:46.738113;00-00001938;Болт М24-6gх80.8.8.ГЦ ГОСТ Р ИСО 4014-2013;1.65808445;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Про";К производству;Продукция;02860-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
6055;022207;1;2021-01-25 15:22:46.738113;00-00001936;Болт М24-6gх70.8.8.ГЦ ГОСТ Р ИСО 4014-2013;3.01956746;2.932;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №17 от 02.12.2020;2020-12-07 00:00:00;0.0;2020-12-04 00:00:00;2.0;Траверса   У16 Проект:3078тм;К производству;Продукция;022207-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4589;02862;1;2021-01-25 15:22:46.738113;00-00003746;Шайба 18 ГЦ ГОСТ 11371-78;0.1215242;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Про";К производству;Продукция;02862-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
6053;021996;1;2021-01-25 15:22:46.738113;00-00014367;Винт М8-6gх30.8.8.ГЦ ГОСТ Р ИСО 4017-2013;0.072;0.0;0.072;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №36 (1670) от 21.12.2020;0;0.0;0;1.0;"Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001 с креплением для антенны радиосвязи;";К производству;Продукция;021996-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.072
4592;021616;1;2021-01-25 15:22:46.738113;00-00003731;Болт М12-6gх35.8.8.ГЦ ГОСТ Р ИСО 4014-2013;0.28163265;0.276;0.005632649999999961;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-24 00:00:00;0.0;2020-12-22 00:00:00;6.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя н";К производству;Продукция;021616-1;0;1.0;0.0;0;0.0;0.0;0.005632649999999961;0.0;0.0;0.0
4573;021611;1;2021-01-25 15:22:46.738113;00-00010277;Хомут по чертежу Х-1 М20.09Г2С-12.ГЦ Чертёж: ДК10-Х-1.01;10.88;10.88;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-29 00:00:00;0.0;2020-12-22 00:00:00;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";К производству;Продукция;021611-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
4444;0257;1;2021-01-25 15:22:46.738113;00000011691;Гайка М24-6h.8.ГЦ ГОСТ ISO 4032-2014;4.04943357;3.932;0.0;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;Договор № ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №42 от 17.01.2020;2020-09-23 00:00:00;0.0;2020-08-27 00:00:00;4.0;"Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Оголовок ОГ.С.325.1.1400.8";К производству;Продукция;0257-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4894;021508;1;2021-01-25 15:22:46.738113;00000011693;Шпилька по чертежу Ш-1 М24х350.40Х.ГЦ ДК10-Ш-1.02;1.24;1.24;0.0;0.0;0.0;МЕХСТРОЙ ООО;04/08 от 04.08.2020, Спецификация №1 от 04.08.2020;2020-09-27 00:00:00;0.0;2020-09-17 00:00:00;1.0;"Опора анкерная (концевая) А10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления на";К производству;Продукция;021508-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
4898;021435;1;2021-01-25 15:22:46.738113;00000011594;Гайка М20-6h.8.ГЦ ГОСТ ISO 4032-2014;16.59114315;16.11;0.0;0.0;0.0;ВЕЛЛЭНЕРДЖИ ООО;договор № КП-51/2017 от 09.06.2017, Спецификация №5 от 29.07.2020;2020-09-01 00:00:00;0.0;2020-08-22 00:00:00;45.0;Металлоконструкции промежуточной опоры 2ПБ35-6 (исп. 02) Проект: 3.407.1-175;К производству;Продукция;021435-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5510;02865;1;2021-01-25 15:22:46.738113;00000009017;Шайба 12 ГЦ ГОСТ 6402-70;0.07209063;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя на";К производству;Продукция;02865-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5183;021608;1;2021-01-25 15:22:46.738113;00000011693;Шпилька по чертежу Ш-1 М24х350.40Х.ГЦ ДК10-Ш-1.02;6.2;0.0;6.2;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-21 00:00:00;0.0;2020-12-22 00:00:00;5.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";К производству;Продукция;021608-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;6.2
5187;02855;1;2021-01-25 15:22:46.738113;00000008713;Шайба 12 ГЦ ГОСТ 11371-78;0.05870237;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;3.0;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Проек";К производству;Продукция;02855-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5501;021970;1;2021-01-25 15:22:46.738113;00-00001944;Гайка М30-6h.8.ГЦ ГОСТ ISO 4032-2014;15.98764161;0.0;0.0;0.0;0.0;РН-УВАТНЕФТЕГАЗ ООО;2;0;0.0;0;4.0;Анкерно-угловая опора 1У110-2+5 Проект: 3.407.2-170;Закрыт;Продукция;021970-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5190;022122;1;2021-01-25 15:22:46.738113;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;16.34603502;0.0;16.34603502;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-15 00:00:00;0.0;2021-01-12 00:00:00;16.0;Анкерно-угловая опора У110-2 Проект: 3078тм 1683_1059ПЭ-37- ПП-ВЛ110.7.000-ТХ-01-ОЛ-001;К производству;Продукция;022122-1;0;1.0;0.0;0;0.0;0.0;16.34603502;0.0;0.0;0.0
5192;02860;1;2021-01-25 15:22:46.738113;00-00003745;Гайка М18-6h.8.ГЦ ГОСТ ISO 4032-2014;0.87950566;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Про";К производству;Продукция;02860-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5194;021608;1;2021-01-25 15:22:46.738113;00000009017;Шайба 12 ГЦ ГОСТ 6402-70;0.02059732;0.0;0.02059732;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-21 00:00:00;0.0;2020-12-22 00:00:00;5.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";К производству;Продукция;021608-1;0;1.0;0.0;0;0.0;0.0;0.02059732;0.0;0.0;0.0
5491;021602;1;2021-01-25 15:22:46.738113;00-00003747;Шпилька по чертежу Ш1 М18х273.40Х.ГЦ К-ТП.10-110-00.13;8.64;0.0;8.64;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-17 00:00:00;0.0;2020-12-23 00:00:00;8.0;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Прое";К производству;Продукция;021602-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;8.64
5489;021597;1;2021-01-25 15:22:46.738113;00000011691;Гайка М24-6h.8.ГЦ ГОСТ ISO 4032-2014;64.79093718;62.912;1.8789371800000012;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-19 00:00:00;0.0;2020-12-24 00:00:00;64.0;"Опора промежуточная П10Г-8М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КПГ-3СБМ Проект:";К производству;Продукция;021597-1;0;1.0;0.0;0;0.0;0.0;1.8789371800000012;0.0;0.0;0.0
5203;02403;1;2021-01-25 15:22:46.738113;00-00001815;Болт М16-6gх60.8.8.ГЦ ГОСТ Р ИСО 4014-2013;2.77346939;0.0;2.77346939;0.0;0.0;ЭНЕРГОПРОЕКТ-ИНЖИНИРИНГ ООО;04/01-2020 от 31.01.2020, Спецификация №3 от 18.11.2020;2020-11-27 00:00:00;0.0;2020-11-26 00:00:00;1.0;Анкерно-угловая опора 1У110-4П Проект: 3.407.2-170;К производству;Продукция;02403-1;0;1.0;0.0;0;0.0;0.0;2.77346939;0.0;0.0;0.0
5487;021711;1;2021-01-25 15:22:46.738113;00-00001827;Болт М27-6gх95.8.8.ГЦ ГОСТ Р ИСО 4014-2013;77.06900103;0.0;0.0;0.0;0.0;ЭЛЕКТРОСЕРВИС-Р ООО;57/08-19 от 21.08.2020, Спецификация №1 от 10.09.2020;2020-10-01 00:00:00;0.0;2020-09-20 00:00:00;1.0;Анкерно-угловая опора   У220-1т+9 Проект: 3080тм;К производству;Продукция;021711-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5207;021970;1;2021-01-25 15:22:46.738113;00-00002591;Гайка М14-6h.8.ГЦ ГОСТ ISO 4032-2014;20.772;0.0;0.0;0.0;0.0;РН-УВАТНЕФТЕГАЗ ООО;2;0;0.0;0;4.0;Анкерно-угловая опора 1У110-2+5 Проект: 3.407.2-170;Закрыт;Продукция;021970-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5482;022159;1;2021-01-25 15:22:46.738113;00000002419;Шайба 16 ГЦ ГОСТ 11371-78;9.13594233;8.871;0.0;0.0;0.0;КОМПАНИЯ ТЕСЕЙ ООО;86/11-20 от 05.11.2020, Спецификация №1 от 05.11.2020;2020-11-23 00:00:00;0.0;2020-11-20 00:00:00;1.0;Промежуточная опора П220-3т+5 Проект: 3080тм;К производству;Продукция;022159-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5211;021613;1;2021-01-25 15:22:46.738113;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;0.02677652;0.0;0.02677652;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-21 00:00:00;0.0;2021-01-13 00:00:00;2.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления на";К производству;Продукция;021613-1;0;1.0;0.0;0;0.0;0.0;0.02677652;0.0;0.0;0.0
5212;021598;1;2021-01-25 15:22:46.738113;00-00001828;Гайка М16-6h.8.ГЦ ГОСТ ISO 4032-2014;0.62203913;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-23 00:00:00;0.0;2020-12-21 00:00:00;4.0;"Опора промежуточная П10Г-8М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КПГ-3СБМ Проект:";К производству;Продукция;021598-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5477;021304;1;2021-01-25 15:22:46.738113;00-00005706;Гайка М20-6h.5.ГЦ ГОСТ ISO 4032-2014;0.0;116.592;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 3392/У от 31.08.2020, Спецификация №1 от 31.08.2020;2020-09-05 00:00:00;0.0;2020-08-20 00:00:00;8.0;Анкерно-угловая опора У110-2 Проект: 3078тм;К производству;Продукция;021304-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5218;021995;1;2021-01-25 15:22:46.738113;00000002421;Шайба 20 ГЦ ГОСТ 11371-78;0.40782698;0.0;0.40782698;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №36 (1670) от 21.12.2020;0;0.0;0;1.0;"Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001 с креплением для антенны радиосвязи;";К производству;Продукция;021995-1;0;1.0;0.0;0;0.0;0.0;0.40782698;0.0;0.0;0.0
5513;021514;1;2021-01-25 15:22:46.738113;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;0.02574665;0.025;0.0;0.0;0.0;МЕХСТРОЙ ООО;04/08 от 04.08.2020, Спецификация №1 от 04.08.2020;2020-09-27 00:00:00;0.0;2020-09-01 00:00:00;1.0;Опора анкерная в сторону ответвления АО10Г-2М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;К производству;Продукция;021514-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5168;021995;1;2021-01-25 15:22:46.738113;00000002425;Шайба 24 ГЦ ГОСТ 6402-70;0.42121524;0.0;0.42121524;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №36 (1670) от 21.12.2020;0;0.0;0;1.0;"Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001 с креплением для антенны радиосвязи;";К производству;Продукция;021995-1;0;1.0;0.0;0;0.0;0.0;0.42121524;0.0;0.0;0.0
5167;021511;1;2021-01-25 15:22:46.738113;00000010121;Шайба 30 ГЦ ГОСТ 11371-78;3.53450051;3.432;0.0;0.0;0.0;МЕХСТРОЙ ООО;04/08 от 04.08.2020, Спецификация №1 от 04.08.2020;2020-09-27 00:00:00;0.0;2020-09-01 00:00:00;2.0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;К производству;Продукция;021511-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5163;02854;1;2021-01-25 15:22:46.738113;00000002421;Шайба 20 ГЦ ГОСТ 11371-78;1.69721936;0.0;0.0;0.0;1.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №Лот 1929 от 28.04.2020;0;0.0;0;8.0;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Проек";К производству;Продукция;02854-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
5564;021619;1;2021-01-25 15:22:46.738113;00000011594;Гайка М20-6h.8.ГЦ ГОСТ ISO 4032-2014;8.83007209;8.574;0.25607209;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-25 00:00:00;0.0;2020-12-22 00:00:00;6.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя н";К производству;Продукция;021619-1;0;1.0;0.0;0;0.0;0.0;0.25607209;0.0;0.0;0.0
5116;021612;1;2021-01-25 15:22:46.738113;00-00001938;Болт М24-6gх80.8.8.ГЦ ГОСТ Р ИСО 4014-2013;9.11946447;0.0;9.11946447;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2021-01-22 00:00:00;0.0;2020-12-22 00:00:00;11.0;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";К производству;Продукция;021612-1;0;1.0;0.0;0;0.0;0.0;9.11946447;0.0;0.0;0.0
5119;022157;1;2021-01-25 15:22:46.738113;00-00001815;Болт М16-6gх60.8.8.ГЦ ГОСТ Р ИСО 4014-2013;1.98061224;1.941;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_43837 от 05.12.2020, Спецификация №2 от 05.12.2020;2020-12-23 00:00:00;0.0;2020-12-21 00:00:00;3.0;"Анкерно-угловая опора У110-2 Проект: 3078тм 853.13-(Р1вз)-С142-АСЭ.ОЛ1; Кронштейн ВОЛС УК(У)";К производству;Продукция;022157-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5121;022130;1;2021-01-25 15:22:46.738113;00-00014546;Болт М20-6gх220.5.8.ГЦ ГОСТ Р ИСО 4014-2013;342.88877446;0.0;342.88877446;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-24 00:00:00;0.0;0;5.0;Анкерно-угловая опора У110-2 Проект: 3078тм 1683_1059ПЭ-37- ПП-ВЛ110.7.000-ТХ-01-ОЛ-007;К производству;Продукция;022130-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;342.88877446
5560;02404;1;2021-01-25 15:22:46.738113;00000002423;Шайба 16 ГЦ ГОСТ 6402-70;5.57260556;0.0;5.57260556;0.0;0.0;ЭНЕРГОПРОЕКТ-ИНЖИНИРИНГ ООО;04/01-2020 от 31.01.2020, Спецификация №3 от 18.11.2020;2020-11-26 00:00:00;0.0;2020-11-23 00:00:00;7.0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;К производству;Продукция;02404-1;0;1.0;0.0;0;0.0;0.0;5.57260556;0.0;0.0;0.0
5124;022207;1;2021-01-25 15:22:46.738113;00000002425;Шайба 24 ГЦ ГОСТ 6402-70;2.05561277;1.996;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №17 от 02.12.2020;2020-12-07 00:00:00;0.0;2020-12-04 00:00:00;2.0;Траверса   У16 Проект:3078тм;К производству;Продукция;022207-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5129;022127;1;2021-01-25 15:22:46.738113;00000011691;Гайка М24-6h.8.ГЦ ГОСТ ISO 4032-2014;315.59011329;0.0;315.59011329;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-20 00:00:00;0.0;2021-01-20 00:00:00;2.0;Анкерно-угловая опора У110-2+14 Проект: 3078тм 1683_1059ПЭ-37-Р-ВЛ110.7.000-КС-01-ОЛ-013;К производству;Продукция;022127-1;0;1.0;0.0;0;0.0;0.0;315.59011329;0.0;0.0;0.0
5130;022126;1;2021-01-25 15:22:46.738113;00-00001828;Гайка М16-6h.8.ГЦ ГОСТ ISO 4032-2014;8.63851699;0.0;8.63851699;0.0;0.0;СКН ООО;168320/00377Д от 03.11.2020, ОР № 1016019942 от 10.11.2020;2021-01-23 00:00:00;0.0;2021-01-22 00:00:00;1.0;Анкерно-угловая опора У110-2 Проект: 3078тм 1683_1059ПЭ-37-Р-ВЛ110.7.000-КС-01-ОЛ-012;К производству;Продукция;022126-1;0;1.0;0.0;0;0.0;0.0;8.63851699;0.0;0.0;0.0
5475;021716;1;2021-01-25 15:22:46.738113;00-00001943;Болт М30-6gх95.8.8.ГЦ ГОСТ Р ИСО 4014-2013;28.57775489;27.749;0.0;0.0;0.0;РОССЕТИ СИБИРЬ ПАО;02.2200.2395.20 от 04.09.2020, Спецификация №1 от 04.09.2020;2020-10-02 00:00:00;0.0;2020-10-02 00:00:00;1.0;Анкерно-угловая опора У110-4 Проект: 3078тм усиленная (С9);К производству;Продукция;021716-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
5554;02404;1;2021-01-25 15:22:46.738113;00000002422;Шайба 14 ГЦ ГОСТ 6402-70;1.61483007;0.0;1.61483007;0.0;0.0;ЭНЕРГОПРОЕКТ-ИНЖИНИРИНГ ООО;04/01-2020 от 31.01.2020, Спецификация №3 от 18.11.2020;2020-11-26 00:00:00;0.0;2020-11-23 00:00:00;7.0;Анкерно-угловая опора 1У110-3 Проект: 3.407.2-170;К производству;Продукция;02404-1;0;1.0;0.0;0;0.0;0.0;1.61483007;0.0;0.0;0.0
